order_id,product_id,supplier_id,warehouse_id,order_date,delivery_date,quantity,order_status,stock_level
O20196,P156,S009,W02,2024-08-25,2024-09-01,206,Delivered,694
O20197,P054,S043,W01,2024-03-30,2024-03-31,255,Delayed,302
O20198,P097,S034,W03,2024-07-04,2024-07-11,439,Delivered,612
O20199,P071,S050,W04,2024-09-04,2024-09-11,45,Delayed,403
O20200,P100,S023,W04,2024-07-28,2024-08-07,257,Delivered,898
O20201,P182,S038,W03,2024-12-13,2024-12-17,128,Delivered,697
O20202,P066,S002,W03,2024-01-30,2024-02-08,149,Delivered,309
O20203,P065,S048,W06,2024-05-05,2024-05-12,371,Delivered,889
O20204,P134,S023,W06,2024-12-26,2024-12-29,109,Delivered,16
O20205,P030,S050,W04,2024-07-12,2024-07-16,173,Delivered,645
O20206,P200,S014,W03,2024-11-16,2024-11-23,278,Delivered,261
O20207,P098,S048,W03,2024-12-23,2024-12-29,189,Cancelled,462
O20208,P196,S043,W02,2024-10-15,2024-10-23,289,Delivered,287
O20209,P033,S041,W06,2024-09-27,2024-10-01,494,Delayed,64
O20210,P126,S018,W02,2024-09-01,2024-09-06,162,Delivered,611
O20211,P156,S002,W01,2024-11-03,2024-11-13,409,Delivered,106
O20212,P161,S004,W02,2024-08-21,2024-08-30,33,Delivered,604
O20213,P151,S003,W01,2024-02-02,2024-02-05,346,Delivered,717
O20214,P029,S010,W06,2024-05-17,2024-05-26,474,Delivered,1000
O20215,P032,S047,W02,2024-09-11,2024-09-18,312,Delivered,420
O20216,P111,S021,W05,2024-05-12,2024-05-22,89,Delivered,503
O20217,P025,S024,W03,2024-10-27,2024-11-02,391,Delivered,900
O20218,P179,S013,W04,2024-05-10,2024-05-19,98,Delayed,210
O20219,P102,S031,W04,2024-09-29,2024-10-04,316,Delivered,163
O20220,P071,S001,W03,2024-07-17,2024-07-18,254,Delivered,872
O20221,P010,S044,W02,2024-10-23,2024-10-28,184,Delayed,376
O20222,P002,S013,W02,2024-02-03,2024-02-07,320,Delivered,800
O20223,P173,S022,W02,2024-05-12,2024-05-15,443,Delivered,416
O20224,P064,S002,W05,2024-12-06,2024-12-14,394,Delivered,116
O20225,P191,S003,W06,2024-06-11,2024-06-15,30,Delivered,586
O20226,P135,S016,W02,2024-07-07,2024-07-10,184,Delayed,53
O20227,P053,S045,W02,2024-08-22,2024-08-29,376,Delivered,719
O20228,P159,S012,W04,2024-03-23,2024-03-24,492,Delivered,518
O20229,P061,S028,W04,2024-02-09,2024-02-14,451,Delayed,533
O20230,P142,S020,W04,2024-09-10,2024-09-14,282,Delivered,123
O20231,P140,S050,W02,2024-08-21,2024-08-30,76,Delivered,388
O20232,P040,S040,W03,2024-01-28,2024-01-30,125,Delivered,508
O20233,P112,S043,W01,2024-07-20,2024-07-25,477,Delivered,767
O20234,P154,S032,W04,2024-08-16,2024-08-19,393,Delivered,618
O20235,P161,S007,W06,2024-11-26,2024-12-02,70,Delivered,409
O20236,P070,S036,W02,2024-08-12,2024-08-13,403,Delivered,126
O20237,P195,S039,W02,2024-09-30,2024-10-02,318,Delivered,140
O20238,P013,S007,W01,2024-04-11,2024-04-19,236,Delivered,480
O20239,P052,S011,W05,2024-08-13,2024-08-18,124,Delivered,203
O20240,P013,S049,W02,2024-10-31,2024-11-05,336,Delivered,100
O20241,P004,S013,W02,2024-09-07,2024-09-15,154,Delayed,427
O20242,P159,S018,W02,2024-12-29,2025-01-06,285,Delayed,620
O20243,P142,S050,W01,2024-11-13,2024-11-16,359,Delivered,567
O20244,P085,S036,W04,2024-12-06,2024-12-07,359,Delivered,149
O20245,P143,S044,W01,2024-02-09,2024-02-15,415,Delivered,720
O20246,P148,S030,W01,2024-03-27,2024-03-28,156,Delivered,573
O20247,P068,S045,W04,2024-10-04,2024-10-05,60,Delivered,321
O20248,P199,S022,W04,2024-08-27,2024-08-31,150,Delayed,463
O20249,P128,S030,W05,2024-03-30,2024-04-03,438,Delivered,720
O20250,P111,S001,W03,2024-11-24,2024-11-27,235,Delayed,446
O20251,P073,S041,W01,2024-01-15,2024-01-18,334,Delivered,776
O20252,P102,S049,W05,2024-10-28,2024-11-02,164,Delayed,942
O20253,P136,S037,W01,2024-07-22,2024-07-28,477,Delayed,530
O20254,P186,S032,W04,2024-07-08,2024-07-15,335,Delivered,702
O20255,P121,S020,W06,2024-05-13,2024-05-21,51,Cancelled,83
O20256,P066,S014,W01,2024-10-28,2024-11-05,284,Delivered,648
O20257,P089,S011,W02,2024-12-09,2024-12-16,173,Delivered,123
O20258,P144,S033,W01,2024-01-26,2024-02-04,332,Delivered,616
O20259,P181,S050,W01,2024-06-29,2024-07-03,34,Delivered,730
O20260,P069,S003,W02,2024-06-04,2024-06-09,346,Delayed,312
O20261,P027,S037,W02,2024-11-16,2024-11-26,235,Delayed,507
O20262,P112,S043,W01,2024-05-01,2024-05-08,383,Delivered,774
O20263,P141,S034,W04,2024-06-15,2024-06-17,293,Delayed,73
O20264,P147,S013,W04,2024-07-04,2024-07-11,95,Cancelled,865
O20265,P048,S012,W02,2024-03-01,2024-03-05,339,Delivered,168
O20266,P005,S026,W03,2024-06-15,2024-06-22,73,Delivered,989
O20267,P133,S004,W04,2024-04-28,2024-05-07,314,Delayed,108
O20268,P160,S008,W01,2024-12-16,2024-12-23,30,Delivered,472
O20269,P151,S011,W02,2024-06-16,2024-06-22,250,Delivered,352
O20270,P175,S038,W02,2024-07-04,2024-07-14,484,Delivered,490
O20271,P036,S050,W03,2024-03-15,2024-03-21,244,Delivered,973
O20272,P181,S019,W02,2024-08-03,2024-08-07,69,Delivered,901
O20273,P189,S011,W04,2024-01-30,2024-02-01,497,Delayed,784
O20274,P097,S004,W04,2024-09-17,2024-09-22,86,Delivered,517
O20275,P077,S035,W03,2024-05-15,2024-05-17,436,Delivered,58
O20276,P033,S013,W03,2024-04-15,2024-04-24,474,Delivered,292
O20277,P017,S012,W04,2024-11-28,2024-12-03,485,Delivered,706
O20278,P012,S025,W01,2024-02-27,2024-02-29,312,Delayed,85
O20279,P198,S023,W06,2024-11-14,2024-11-17,436,Cancelled,57
O20280,P098,S048,W03,2024-08-26,2024-08-30,436,Delayed,774
O20281,P155,S042,W01,2024-10-01,2024-10-02,413,Delivered,972
O20282,P063,S008,W05,2024-12-21,2024-12-27,462,Delivered,781
O20283,P119,S007,W03,2024-05-16,2024-05-26,219,Delivered,380
O20284,P182,S003,W01,2024-01-25,2024-02-03,83,Delivered,52
O20285,P138,S003,W06,2024-08-05,2024-08-08,190,Delivered,317
O20286,P196,S019,W05,2024-07-10,2024-07-18,199,Delivered,832
O20287,P004,S004,W06,2024-08-19,2024-08-24,176,Delivered,522
O20288,P021,S011,W03,2024-02-13,2024-02-15,133,Delivered,736
O20289,P064,S012,W04,2024-02-14,2024-02-22,278,Delivered,867
O20290,P175,S048,W02,2024-01-11,2024-01-13,293,Delivered,126
O20291,P121,S009,W04,2024-09-03,2024-09-11,473,Delayed,154
O20292,P191,S035,W02,2024-06-28,2024-07-02,248,Cancelled,346
O20293,P018,S029,W04,2024-05-30,2024-06-08,186,Delivered,131
O20294,P148,S013,W04,2024-11-25,2024-12-04,62,Delivered,541
O20295,P034,S029,W05,2024-11-17,2024-11-21,244,Delivered,718
O20296,P135,S050,W03,2024-11-30,2024-12-10,54,Delivered,636
O20297,P200,S013,W04,2024-06-07,2024-06-17,195,Delivered,184
O20298,P181,S021,W05,2024-05-09,2024-05-14,245,Delivered,501
O20299,P159,S014,W03,2024-08-12,2024-08-21,214,Delayed,212
O20300,P100,S025,W02,2024-09-11,2024-09-21,393,Delivered,477
O20301,P083,S024,W02,2024-05-04,2024-05-08,83,Delivered,616
O20302,P120,S044,W05,2024-12-04,2024-12-06,221,Delayed,684
O20303,P008,S005,W03,2024-12-21,2024-12-28,89,Delivered,940
O20304,P138,S030,W02,2024-06-02,2024-06-04,437,Cancelled,886
O20305,P040,S011,W06,2024-01-23,2024-01-26,213,Delivered,432
O20306,P200,S011,W02,2024-05-10,2024-05-13,50,Delayed,121
O20307,P028,S049,W02,2024-06-22,2024-07-02,15,Delivered,577
O20308,P071,S016,W04,2024-04-23,2024-05-03,259,Delivered,60
O20309,P157,S024,W04,2024-11-02,2024-11-07,178,Delivered,283
O20310,P124,S022,W04,2024-01-08,2024-01-11,20,Delivered,601
O20311,P017,S003,W04,2024-03-07,2024-03-17,98,Delayed,24
O20312,P192,S036,W01,2024-11-27,2024-11-28,412,Delivered,440
O20313,P199,S016,W02,2024-07-11,2024-07-13,111,Cancelled,222
O20314,P127,S036,W02,2024-07-27,2024-08-01,395,Delivered,383
O20315,P136,S006,W01,2024-11-08,2024-11-13,350,Delivered,740
O20316,P038,S032,W06,2024-07-21,2024-07-23,164,Delivered,408
O20317,P195,S017,W05,2024-03-19,2024-03-29,288,Delayed,998
O20318,P032,S023,W03,2024-07-23,2024-07-28,476,Cancelled,112
O20319,P165,S030,W04,2024-08-23,2024-08-31,367,Delayed,491
O20320,P043,S032,W04,2024-09-20,2024-09-29,488,Delivered,899
O20321,P071,S024,W01,2024-08-19,2024-08-22,198,Delivered,275
O20322,P012,S025,W06,2024-05-20,2024-05-29,169,Delivered,994
O20323,P055,S035,W06,2024-04-30,2024-05-01,22,Delivered,59
O20324,P085,S014,W05,2024-07-06,2024-07-13,86,Delivered,450
O20325,P165,S009,W01,2024-12-23,2024-12-25,399,Delivered,543
O20326,P192,S042,W05,2024-12-26,2025-01-02,11,Delayed,974
O20327,P156,S025,W01,2024-12-04,2024-12-14,397,Delivered,64
O20328,P155,S033,W01,2024-07-27,2024-07-31,172,Delivered,888
O20329,P037,S049,W05,2024-01-10,2024-01-20,122,Delivered,226
O20330,P035,S043,W01,2024-02-21,2024-02-26,256,Delivered,78
O20331,P074,S044,W02,2024-12-25,2025-01-03,480,Cancelled,733
O20332,P001,S009,W03,2024-04-02,2024-04-06,248,Delivered,504
O20333,P110,S038,W03,2024-04-12,2024-04-19,364,Delivered,287
O20334,P034,S023,W03,2024-12-19,2024-12-26,21,Delivered,678
O20335,P129,S023,W05,2024-03-10,2024-03-13,452,Delayed,44
O20336,P006,S021,W01,2024-05-12,2024-05-14,494,Delivered,87
O20337,P142,S026,W04,2024-09-17,2024-09-21,135,Delivered,161
O20338,P124,S044,W02,2024-12-15,2024-12-16,83,Cancelled,965
O20339,P195,S006,W01,2024-05-28,2024-06-05,98,Delivered,931
O20340,P176,S033,W03,2024-11-23,2024-11-25,475,Delivered,701
O20341,P194,S025,W03,2024-07-12,2024-07-16,51,Delayed,783
O20342,P105,S014,W03,2024-09-19,2024-09-26,176,Delivered,239
O20343,P076,S040,W03,2024-10-26,2024-11-02,336,Delivered,34
O20344,P056,S042,W06,2024-01-09,2024-01-12,469,Delivered,782
O20345,P189,S028,W02,2024-04-19,2024-04-26,252,Delayed,145
O20346,P015,S045,W06,2024-04-05,2024-04-14,169,Delivered,359
O20347,P067,S007,W03,2024-06-09,2024-06-10,368,Delivered,186
O20348,P078,S014,W04,2024-10-07,2024-10-09,122,Delivered,456
O20349,P199,S029,W06,2024-11-10,2024-11-15,350,Delayed,68
O20350,P044,S043,W05,2024-04-11,2024-04-19,350,Delivered,394
O20351,P038,S004,W06,2024-03-17,2024-03-22,383,Delivered,4
O20352,P161,S040,W02,2024-04-18,2024-04-21,295,Delivered,987
O20353,P075,S033,W02,2024-10-03,2024-10-09,247,Delivered,291
O20354,P142,S011,W04,2024-05-10,2024-05-19,320,Delivered,212
O20355,P108,S029,W03,2024-07-10,2024-07-17,389,Delivered,542
O20356,P107,S003,W05,2024-10-23,2024-11-02,409,Delivered,540
O20357,P056,S016,W02,2024-05-03,2024-05-06,400,Delivered,863
O20358,P184,S050,W03,2024-03-18,2024-03-21,390,Delayed,668
O20359,P027,S005,W02,2024-03-27,2024-04-01,336,Delivered,481
O20360,P001,S031,W03,2024-04-16,2024-04-21,35,Delivered,185
O20361,P156,S033,W02,2024-08-26,2024-08-28,71,Delivered,11
O20362,P180,S010,W05,2024-08-30,2024-08-31,364,Cancelled,530
O20363,P076,S022,W02,2024-08-06,2024-08-08,161,Delivered,851
O20364,P026,S005,W06,2024-02-24,2024-03-04,78,Delivered,738
O20365,P156,S015,W01,2024-06-02,2024-06-08,227,Delivered,542
O20366,P093,S037,W03,2024-02-07,2024-02-15,477,Delivered,219
O20367,P184,S033,W03,2024-02-12,2024-02-16,465,Delivered,396
O20368,P166,S016,W03,2024-05-16,2024-05-17,329,Delivered,842
O20369,P007,S040,W04,2024-09-09,2024-09-16,333,Delivered,430
O20370,P154,S008,W06,2024-04-28,2024-05-04,264,Delivered,801
O20371,P171,S014,W03,2024-11-12,2024-11-20,290,Delivered,454
O20372,P072,S022,W01,2024-03-19,2024-03-25,77,Delayed,856
O20373,P145,S031,W05,2024-09-09,2024-09-15,254,Delayed,673
O20374,P150,S017,W04,2024-08-17,2024-08-25,36,Delivered,708
O20375,P167,S023,W02,2024-04-12,2024-04-20,272,Delayed,5
O20376,P005,S029,W03,2024-11-22,2024-11-24,285,Delivered,289
O20377,P089,S047,W01,2024-06-27,2024-07-04,437,Cancelled,717
O20378,P162,S037,W06,2024-06-19,2024-06-26,137,Delivered,172
O20379,P105,S025,W06,2024-08-17,2024-08-19,186,Delivered,230
O20380,P127,S006,W04,2024-09-27,2024-10-03,196,Delivered,333
O20381,P067,S012,W05,2024-09-10,2024-09-15,281,Delivered,852
O20382,P049,S049,W03,2024-12-31,2025-01-06,277,Delivered,548
O20383,P084,S034,W06,2024-06-10,2024-06-16,204,Delivered,84
O20384,P060,S036,W04,2024-08-25,2024-08-30,251,Cancelled,687
O20385,P163,S042,W06,2024-06-24,2024-06-27,263,Delayed,363
O20386,P007,S028,W04,2024-05-21,2024-05-30,317,Delivered,278
O20387,P080,S017,W03,2024-02-08,2024-02-18,260,Delivered,279
O20388,P182,S033,W04,2024-01-01,2024-01-02,72,Delayed,45
O20389,P123,S021,W05,2024-11-13,2024-11-23,212,Delivered,66
O20390,P148,S024,W02,2024-10-14,2024-10-15,373,Delivered,122
O20391,P084,S016,W01,2024-06-30,2024-07-10,206,Delivered,110
O20392,P161,S006,W06,2024-01-21,2024-01-22,351,Delivered,866
O20393,P060,S049,W02,2024-12-26,2025-01-05,465,Cancelled,241
O20394,P144,S026,W01,2024-02-27,2024-03-08,438,Delivered,326
O20395,P132,S022,W01,2024-09-04,2024-09-12,348,Delivered,999
O20396,P158,S015,W01,2024-07-24,2024-07-26,142,Cancelled,338
O20397,P184,S017,W05,2024-06-14,2024-06-16,422,Delivered,922
O20398,P039,S050,W02,2024-06-21,2024-06-22,459,Delivered,358
O20399,P178,S044,W04,2024-11-16,2024-11-20,416,Delivered,9
O20400,P200,S008,W02,2024-01-19,2024-01-27,53,Delivered,630
O20401,P166,S017,W03,2024-02-21,2024-02-28,371,Delivered,830
O20402,P047,S038,W02,2024-02-12,2024-02-20,313,Delivered,890
O20403,P114,S039,W03,2024-07-29,2024-07-31,320,Delivered,653
O20404,P018,S003,W01,2024-04-29,2024-05-03,393,Delayed,255
O20405,P126,S045,W05,2024-05-04,2024-05-07,218,Cancelled,652
O20406,P089,S023,W02,2024-11-14,2024-11-19,141,Delivered,235
O20407,P078,S032,W01,2024-06-11,2024-06-20,106,Delivered,554
O20408,P153,S016,W05,2024-12-25,2024-12-30,186,Delivered,45
O20409,P122,S046,W06,2024-01-21,2024-01-22,480,Cancelled,381
O20410,P159,S032,W02,2024-03-07,2024-03-13,64,Delayed,894
O20411,P070,S036,W05,2024-02-03,2024-02-07,346,Delayed,823
O20412,P078,S006,W03,2024-12-03,2024-12-04,141,Delivered,486
O20413,P044,S005,W05,2024-05-17,2024-05-18,136,Delivered,929
O20414,P033,S014,W05,2024-01-07,2024-01-17,335,Delivered,540
O20415,P094,S041,W06,2024-11-15,2024-11-25,228,Delivered,195
O20416,P130,S030,W06,2024-12-16,2024-12-26,184,Delivered,420
O20417,P081,S031,W02,2024-07-17,2024-07-24,210,Delivered,744
O20418,P158,S044,W04,2024-08-31,2024-09-08,459,Delivered,815
O20419,P150,S027,W05,2024-02-22,2024-02-29,337,Delayed,757
O20420,P200,S047,W06,2024-04-30,2024-05-08,452,Delivered,730
O20421,P051,S031,W06,2024-01-20,2024-01-30,322,Delayed,786
O20422,P183,S002,W06,2024-01-14,2024-01-24,89,Delayed,143
O20423,P058,S009,W02,2024-08-03,2024-08-09,436,Delayed,117
O20424,P199,S021,W06,2024-12-27,2024-12-28,172,Delivered,354
O20425,P108,S022,W06,2024-07-30,2024-08-01,410,Cancelled,441
O20426,P031,S024,W03,2024-03-10,2024-03-18,270,Delivered,452
O20427,P058,S033,W06,2024-05-09,2024-05-15,57,Delivered,272
O20428,P030,S033,W05,2024-12-14,2024-12-24,480,Delayed,431
O20429,P095,S012,W02,2024-07-02,2024-07-07,270,Delivered,812
O20430,P110,S008,W01,2024-09-08,2024-09-16,464,Delivered,74
O20431,P136,S001,W04,2024-05-09,2024-05-13,37,Delivered,50
O20432,P022,S014,W04,2024-05-23,2024-05-25,99,Delivered,168
O20433,P059,S050,W03,2024-08-30,2024-09-05,96,Delayed,410
O20434,P088,S007,W02,2024-09-23,2024-10-01,441,Delivered,93
O20435,P074,S043,W04,2024-02-09,2024-02-14,115,Delivered,262
O20436,P050,S039,W01,2024-02-14,2024-02-21,322,Delayed,411
O20437,P181,S045,W02,2024-08-12,2024-08-19,72,Delivered,358
O20438,P119,S043,W03,2024-05-18,2024-05-19,347,Delivered,301
O20439,P162,S047,W02,2024-05-23,2024-05-27,467,Delayed,822
O20440,P138,S019,W06,2024-09-06,2024-09-08,484,Delivered,195
O20441,P180,S018,W04,2024-03-29,2024-04-06,152,Delayed,113
O20442,P175,S010,W04,2024-05-19,2024-05-23,291,Delayed,654
O20443,P109,S010,W01,2024-12-18,2024-12-26,379,Delayed,41
O20444,P070,S019,W06,2024-10-08,2024-10-13,271,Delayed,784
O20445,P033,S012,W03,2024-05-11,2024-05-12,372,Delayed,776
O20446,P071,S040,W06,2024-04-13,2024-04-15,486,Delivered,360
O20447,P173,S047,W05,2024-10-25,2024-10-28,372,Delivered,322
O20448,P172,S029,W02,2024-07-17,2024-07-23,440,Delayed,34
O20449,P164,S049,W02,2024-11-16,2024-11-24,249,Delivered,101
O20450,P045,S020,W04,2024-01-06,2024-01-14,161,Delivered,660
O20451,P148,S018,W01,2024-02-06,2024-02-14,361,Delivered,280
O20452,P016,S026,W01,2024-03-03,2024-03-04,164,Delivered,254
O20453,P073,S048,W04,2024-12-06,2024-12-08,162,Delivered,469
O20454,P086,S014,W04,2024-03-18,2024-03-25,455,Delivered,805
O20455,P027,S043,W05,2024-04-23,2024-05-03,230,Delivered,791
O20456,P052,S022,W06,2024-09-23,2024-09-25,200,Delivered,104
O20457,P181,S018,W02,2024-06-12,2024-06-16,254,Delivered,743
O20458,P150,S022,W06,2024-01-13,2024-01-21,421,Delivered,89
O20459,P100,S049,W05,2024-01-27,2024-02-04,391,Delivered,554
O20460,P078,S003,W05,2024-10-22,2024-10-31,52,Delivered,349
O20461,P189,S048,W02,2024-11-17,2024-11-25,15,Delayed,767
O20462,P076,S050,W05,2024-08-15,2024-08-16,499,Delivered,774
O20463,P126,S003,W05,2024-06-20,2024-06-22,361,Delivered,626
O20464,P020,S026,W05,2024-05-28,2024-06-07,62,Cancelled,858
O20465,P144,S001,W02,2024-09-09,2024-09-13,291,Delivered,426
O20466,P068,S003,W05,2024-10-04,2024-10-07,405,Delivered,535
O20467,P169,S017,W01,2024-07-14,2024-07-22,210,Delivered,299
O20468,P026,S047,W06,2024-01-07,2024-01-11,483,Delayed,907
O20469,P055,S017,W06,2024-03-19,2024-03-25,305,Delayed,59
O20470,P179,S049,W05,2024-02-13,2024-02-14,370,Delayed,306
O20471,P096,S033,W03,2024-05-24,2024-05-29,22,Delivered,252
O20472,P171,S047,W06,2024-12-28,2024-12-31,157,Delivered,28
O20473,P147,S048,W03,2024-10-14,2024-10-15,186,Cancelled,631
O20474,P097,S047,W06,2024-06-26,2024-06-28,182,Delivered,162
O20475,P047,S041,W02,2024-06-07,2024-06-15,449,Delivered,358
O20476,P002,S016,W02,2024-03-12,2024-03-22,15,Delivered,7
O20477,P176,S009,W04,2024-06-21,2024-06-25,361,Delivered,408
O20478,P180,S024,W01,2024-12-29,2025-01-01,83,Delivered,97
O20479,P044,S023,W05,2024-03-03,2024-03-05,290,Delivered,207
O20480,P028,S009,W05,2024-06-02,2024-06-11,475,Delivered,467
O20481,P015,S026,W03,2024-05-08,2024-05-12,172,Delivered,710
O20482,P103,S010,W02,2024-08-25,2024-08-30,203,Delayed,763
O20483,P197,S041,W03,2024-07-22,2024-07-25,230,Delayed,913
O20484,P037,S004,W05,2024-03-14,2024-03-21,75,Delivered,828
O20485,P163,S028,W02,2024-12-23,2024-12-28,177,Delivered,80
O20486,P068,S002,W05,2024-09-08,2024-09-13,304,Delivered,983
O20487,P049,S050,W02,2024-05-21,2024-05-22,135,Delivered,880
O20488,P139,S021,W04,2024-01-10,2024-01-14,71,Cancelled,498
O20489,P058,S042,W03,2024-11-29,2024-12-08,25,Delivered,882
O20490,P102,S004,W04,2024-06-09,2024-06-11,407,Delivered,218
O20491,P197,S027,W01,2024-01-03,2024-01-11,260,Delivered,602
O20492,P194,S030,W01,2024-02-29,2024-03-08,349,Delivered,964
O20493,P063,S008,W04,2024-01-04,2024-01-05,94,Delivered,199
O20494,P197,S017,W06,2024-10-06,2024-10-12,37,Delayed,165
O20495,P162,S015,W02,2024-01-19,2024-01-22,189,Delayed,407
O20496,P024,S042,W05,2024-01-31,2024-02-05,291,Delayed,874
O20497,P001,S005,W03,2024-02-22,2024-02-23,381,Delivered,606
O20498,P134,S015,W04,2024-06-08,2024-06-16,73,Cancelled,880
O20499,P190,S022,W01,2024-08-23,2024-09-02,450,Delivered,300
O20500,P028,S014,W06,2024-02-06,2024-02-10,411,Delivered,185
O20501,P200,S001,W06,2024-03-31,2024-04-02,149,Delivered,648
O20502,P021,S041,W05,2024-07-25,2024-07-27,108,Delivered,409
O20503,P108,S039,W02,2024-02-16,2024-02-26,428,Cancelled,147
O20504,P106,S010,W01,2024-09-05,2024-09-14,53,Delivered,982
O20505,P149,S015,W04,2024-06-23,2024-06-29,26,Delivered,414
O20506,P187,S043,W02,2024-12-09,2024-12-12,440,Cancelled,168
O20507,P173,S036,W05,2024-05-26,2024-06-02,459,Delayed,821
O20508,P025,S019,W04,2024-10-06,2024-10-09,476,Delivered,725
O20509,P069,S004,W01,2024-01-27,2024-02-04,217,Delivered,932
O20510,P052,S020,W03,2024-08-08,2024-08-12,130,Delivered,369
O20511,P100,S016,W02,2024-04-26,2024-05-04,354,Delivered,395
O20512,P067,S018,W02,2024-03-17,2024-03-22,106,Delivered,369
O20513,P120,S034,W06,2024-07-12,2024-07-16,458,Delivered,464
O20514,P073,S029,W04,2024-12-23,2024-12-28,334,Delivered,368
O20515,P119,S029,W02,2024-11-27,2024-12-02,257,Delivered,511
O20516,P170,S044,W06,2024-07-15,2024-07-20,32,Delivered,102
O20517,P057,S023,W02,2024-01-17,2024-01-22,219,Delivered,400
O20518,P066,S028,W01,2024-08-27,2024-08-31,480,Delivered,438
O20519,P178,S024,W03,2024-08-13,2024-08-18,42,Delivered,280
O20520,P032,S047,W04,2024-08-08,2024-08-09,253,Delivered,30
O20521,P171,S003,W05,2024-08-31,2024-09-09,86,Delivered,518
O20522,P024,S018,W03,2024-10-12,2024-10-13,302,Delivered,8
O20523,P127,S010,W03,2024-02-02,2024-02-07,60,Cancelled,27
O20524,P047,S004,W02,2024-07-08,2024-07-11,234,Delivered,216
O20525,P141,S010,W03,2024-01-03,2024-01-12,348,Delayed,572
O20526,P013,S008,W01,2024-10-12,2024-10-18,324,Delivered,104
O20527,P176,S011,W01,2024-09-19,2024-09-20,85,Delivered,25
O20528,P133,S048,W03,2024-01-23,2024-02-01,352,Cancelled,828
O20529,P079,S035,W04,2024-02-07,2024-02-17,39,Delivered,145
O20530,P183,S036,W02,2024-05-07,2024-05-09,321,Delayed,9
O20531,P008,S045,W01,2024-03-30,2024-04-01,240,Delayed,330
O20532,P131,S046,W06,2024-07-21,2024-07-31,289,Delivered,838
O20533,P030,S017,W04,2024-09-26,2024-09-30,141,Delivered,651
O20534,P098,S004,W03,2024-04-09,2024-04-10,260,Delivered,825
O20535,P150,S027,W06,2024-02-23,2024-02-28,291,Delivered,703
O20536,P043,S008,W03,2024-09-15,2024-09-24,277,Delivered,422
O20537,P074,S003,W04,2024-11-06,2024-11-07,132,Delivered,779
O20538,P114,S023,W01,2024-01-01,2024-01-04,311,Delivered,632
O20539,P082,S040,W03,2024-02-18,2024-02-21,447,Delayed,850
O20540,P167,S037,W02,2024-05-11,2024-05-21,11,Delivered,494
O20541,P053,S022,W01,2024-11-24,2024-11-28,175,Delayed,626
O20542,P064,S002,W01,2024-07-06,2024-07-11,161,Delivered,287
O20543,P062,S010,W05,2024-10-02,2024-10-11,313,Delivered,34
O20544,P187,S018,W05,2024-07-30,2024-08-03,315,Delivered,765
O20545,P155,S038,W06,2024-03-21,2024-03-25,290,Delivered,956
O20546,P124,S030,W05,2024-04-14,2024-04-21,318,Delayed,837
O20547,P007,S022,W02,2024-01-06,2024-01-16,193,Delayed,596
O20548,P109,S021,W05,2024-05-23,2024-05-25,45,Delivered,341
O20549,P068,S015,W03,2024-10-20,2024-10-28,395,Delivered,99
O20550,P152,S037,W01,2024-05-22,2024-05-23,451,Delivered,741
O20551,P091,S034,W03,2024-10-28,2024-11-07,81,Delayed,529
O20552,P010,S019,W05,2024-06-28,2024-06-30,130,Delayed,93
O20553,P052,S040,W06,2024-01-27,2024-02-03,126,Delayed,680
O20554,P199,S033,W05,2024-04-15,2024-04-21,300,Delivered,477
O20555,P010,S016,W01,2024-12-01,2024-12-03,198,Cancelled,917
O20556,P174,S025,W05,2024-05-30,2024-06-09,254,Delivered,153
O20557,P051,S048,W04,2024-05-01,2024-05-09,300,Delivered,60
O20558,P186,S036,W04,2024-09-14,2024-09-17,233,Delivered,976
O20559,P153,S002,W02,2024-02-14,2024-02-19,114,Delivered,20
O20560,P190,S015,W04,2024-12-29,2025-01-02,306,Delayed,553
O20561,P132,S047,W06,2024-07-23,2024-07-25,31,Delivered,865
O20562,P015,S033,W06,2024-10-15,2024-10-18,409,Delivered,476
O20563,P144,S040,W03,2024-06-26,2024-07-05,49,Delivered,562
O20564,P112,S050,W01,2024-10-03,2024-10-12,60,Delivered,862
O20565,P083,S039,W04,2024-09-05,2024-09-08,33,Delayed,602
O20566,P088,S020,W06,2024-04-08,2024-04-15,340,Delivered,714
O20567,P031,S004,W02,2024-12-27,2024-12-30,329,Delivered,859
O20568,P091,S009,W04,2024-08-08,2024-08-10,289,Delivered,37
O20569,P048,S035,W02,2024-04-11,2024-04-13,251,Delivered,712
O20570,P018,S016,W05,2024-01-29,2024-02-03,210,Delivered,871
O20571,P164,S013,W01,2024-11-07,2024-11-17,340,Delayed,271
O20572,P038,S042,W03,2024-08-28,2024-09-07,38,Delivered,866
O20573,P116,S036,W02,2024-10-06,2024-10-14,169,Delivered,850
O20574,P029,S031,W06,2024-07-16,2024-07-25,189,Delayed,74
O20575,P028,S031,W01,2024-03-05,2024-03-13,147,Delayed,893
O20576,P103,S006,W03,2024-05-19,2024-05-20,245,Delivered,668
O20577,P133,S041,W05,2024-12-08,2024-12-15,393,Delivered,179
O20578,P101,S017,W03,2024-09-26,2024-10-03,281,Delivered,367
O20579,P161,S042,W03,2024-09-03,2024-09-13,300,Delayed,231
O20580,P066,S036,W06,2024-08-31,2024-09-05,149,Delivered,396
O20581,P120,S049,W04,2024-01-12,2024-01-14,146,Delivered,668
